project_title,project_url,university_name,supervisors_info,applications_info
PhD Research Project: Master protocol trials for the development of oncology drugs at University of Cambridge,/phds/project/master-protocol-trials-for-the-development-of-oncology-drugs/?p162768,University of Cambridge,Supervisor: Dr D Roberston,15 January 2024
PhD Research Project: Music Listening and Transitions at University of Edinburgh,/phds/project/music-listening-and-transitions/?p150366,University of Edinburgh,"Supervisors: Prof I Underwood, Dr K Overy, Dr S Rhynas",30 January 2024
PhD Research Project: Ozone Risk to Carbon Sequestration by Wetlands at UK Centre for Ecology and Hydrology - Bangor,/phds/project/ozone-risk-to-carbon-sequestration-by-wetlands/?p162767,UK Centre for Ecology and Hydrology - Bangor,"Supervisors: Dr F Hayes, Dr N Fenner",10 January 2024
PhD Research Project: A cross-disciplinary soft systems engineering approach to improving the quality of care of an ageing population at University of Edinburgh,/phds/project/a-cross-disciplinary-soft-systems-engineering-approach-to-improving-the-quality-of-care-of-an-ageing-population/?p155351,University of Edinburgh,"Supervisors: Prof I Underwood, Dr A Anand, Dr A Verhoeven",30 January 2024
PhD Research Project: Sans everything: sensory loss in the 7th age at University of Edinburgh,/phds/project/sans-everything-sensory-loss-in-the-7th-age/?p150188,University of Edinburgh,"Supervisors: Prof B Dhillon, Prof I Underwood, Dr M Bernabeu",30 January 2024
"PhD Research Project: Spirituality, wellbeing, and care at University of Edinburgh",/phds/project/spirituality-wellbeing-and-care/?p149416,University of Edinburgh,"Supervisors: Prof H Wilkinson, Dr T Russ",30 January 2024
PhD Research Project: Independence in the 'Elder Experience' at University of Edinburgh,/phds/project/independence-in-the-elder-experience/?p136473,University of Edinburgh,"Supervisors: Prof R. Williams, Prof S Anderson, Dr LD D'Adderio, Dr S Ramamoorthy",30 January 2024
PhD Research Project: Developing randomisation guidance and resources for implementing optimal constrained 2-armed trial designs at University of Cambridge,/phds/project/developing-randomisation-guidance-and-resources-for-implementing-optimal-constrained-2-armed-trial-designs/?p162760,University of Cambridge,Supervisor: Dr S Villar,15 January 2024
PhD Research Project: Early warning of reservoir dam failure: harnessing novel ground imaging and machine learning technologies for enhanced hazard assessment at UK Centre for Ecology and Hydrology - Lancaster,/phds/project/early-warning-of-reservoir-dam-failure-harnessing-novel-ground-imaging-and-machine-learning-technologies-for-enhanced-hazard-assessment/?p162758,UK Centre for Ecology and Hydrology - Lancaster,Supervisor: Dr M Tso,10 January 2024
PhD Research Project: Operationally feasible Multi-Arm-Bandit Response Adaptive Trials at University of Cambridge,/phds/project/operationally-feasible-multi-arm-bandit-response-adaptive-trials/?p162757,University of Cambridge,Supervisor: Dr S Villar,15 January 2024
PhD Research Project: Adaptive methods for a complex endpoint: number of days alive at home at University of Cambridge,/phds/project/adaptive-methods-for-a-complex-endpoint-number-of-days-alive-at-home/?p162756,University of Cambridge,Supervisor: Dr DLC Couturier,15 January 2024
PhD Research Project: Pioneering the next generation of flexible and adaptable  environmental models: a case study of emerging contaminants at UK Centre for Ecology and Hydrology - Lancaster,/phds/project/pioneering-the-next-generation-of-flexible-and-adaptable-environmental-models-a-case-study-of-emerging-contaminants/?p162755,UK Centre for Ecology and Hydrology - Lancaster,"Supervisors: Dr S Harrison, Prof GB Blair",10 January 2024
PhD Research Project: Designs for sequences of early phase (modular) studies at University of Cambridge,/phds/project/designs-for-sequences-of-early-phase-modular-studies/?p162754,University of Cambridge,Supervisor: Dr PM Mozgunov,15 January 2024
PhD Research Project: Understanding temporal fluctuations in nitrate in groundwater at British Geological Survey,/phds/project/understanding-temporal-fluctuations-in-nitrate-in-groundwater/?p162753,British Geological Survey,"Supervisors: Mr M Ascott, Dr D Gooddy",10 January 2024
PhD Research Project: Adaptive Designs for the evaluation of updates to algorithms and devices in digital healthcare at University of Cambridge,/phds/project/adaptive-designs-for-the-evaluation-of-updates-to-algorithms-and-devices-in-digital-healthcare/?p162752,University of Cambridge,Supervisor: Dr DLC Couturier,15 January 2024
PhD Research Project: Faculty of Science URSA PhD project: Deciphering the role of electrical signals in tissue repair at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-deciphering-the-role-of-electrical-signals-in-tissue-repair/?p162751,University of Bath,"Supervisors: Dr D B Gurevich, Dr S D Lovell, Prof P Estrela",10 December 2023
PhD Research Project: Faculty of Science URSA PhD project: Urban ecology of spotted hyaena (Crocuta crocuta) – behavioural plasticity and drivers of human wildlife conflict in Malawi at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-urban-ecology-of-spotted-hyaena-crocuta-crocuta-behavioural-plasticity-and-drivers-of-human-wildlife-conflict-in-malawi/?p162750,University of Bath,"Supervisors: Dr ELS Stone, Prof E J Feil",10 December 2023
"PhD Research Project: NERC GW4+ DTP PhD studentship for 2024 Entry. - From hyperthermal to cold snap -using Early Jurassic brachiopods to understand climate, evolution and palaeoecology at University of Exeter",/phds/project/nerc-gw4-dtp-phd-studentship-for-2024-entry-from-hyperthermal-to-cold-snap-using-early-jurassic-brachiopods-to-understand-climate-evolution-and-palaeoecology/?p162749,University of Exeter,Supervisor: Dr C.V Ullmann,10 January 2024
PhD Research Project: Faculty of Science URSA PhD project: Probabilistic Decision Networks in Machine Learning at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-probabilistic-decision-networks-in-machine-learning/?p162748,University of Bath,"Supervisors: Prof MT Tipping, Prof O Şimşek",10 December 2023
PhD Research Project: NERC GW4+ DTP PhD studentship for 2024 Entry. - Bayesian Sampling Methods for Geophysical Inversion using Multi-component Seismic Data at University of Exeter,/phds/project/nerc-gw4-dtp-phd-studentship-for-2024-entry-bayesian-sampling-methods-for-geophysical-inversion-using-multi-component-seismic-data/?p162747,University of Exeter,"Supervisors: Dr S Das, Dr X Chen",9 January 2024
"PhD Research Project: Exploring the broader costs and outcomes of public health interventions in low- and middle-income country (LMIC) settings, using a case study at University of Birmingham",/phds/project/exploring-the-broader-costs-and-outcomes-of-public-health-interventions-in-low-and-middle-income-country-lmic-settings-using-a-case-study/?p162746,University of Birmingham,Supervisor: Dr L Jackson,15 January 2024
PhD Research Project: Identification and characterisation of liquids using ultrasound and machine learning at Kingston University,/phds/project/identification-and-characterisation-of-liquids-using-ultrasound-and-machine-learning/?p162745,Kingston University,Supervisor: Prof A Augousti,Year round applications
PhD Research Project: Investigation of the regression of propellants in a hybrid propellant rocket engine using gelled/solidified RP-1 and other hydrocarbon propellants at Kingston University,/phds/project/investigation-of-the-regression-of-propellants-in-a-hybrid-propellant-rocket-engine-using-gelled-solidified-rp-1-and-other-hydrocarbon-propellants/?p162744,Kingston University,Supervisor: Dr P Shaw,Year round applications
PhD Research Project: Exploring the inequalities and power balances of Community Engagement and Involvement in Global Health Research at University of Birmingham,/phds/project/exploring-the-inequalities-and-power-balances-of-community-engagement-and-involvement-in-global-health-research/?p162743,University of Birmingham,Supervisor: Dr SB Blackburn,15 January 2024
PhD Research Project: NERC GW4+ DTP PhD studentship for 2024 Entry. - Applying Bioacoustics and Artificial Intelligence to study the spatial ecology of endangered species in Borneo at University of Exeter,/phds/project/nerc-gw4-dtp-phd-studentship-for-2024-entry-applying-bioacoustics-and-artificial-intelligence-to-study-the-spatial-ecology-of-endangered-species-in-borneo/?p162742,University of Exeter,"Supervisors: Dr FJF Van Veen, Prof A Radford, Dr R Arthur",9 January 2024
PhD Research Project: Stratified Trials and Experimental Medicine Studies exploring Transdiagnostic Approaches to Psychosis and Depression at University of Birmingham,/phds/project/stratified-trials-and-experimental-medicine-studies-exploring-transdiagnostic-approaches-to-psychosis-and-depression/?p162741,University of Birmingham,Supervisor: Prof R Upthegrove,15 January 2024
PhD Research Project: Air pollution predictions towards healthier cities with the SAPIENS project at Queen Mary University of London,/phds/project/air-pollution-predictions-towards-healthier-cities-with-the-sapiens-project/?p152903,Queen Mary University of London,Supervisor: Dr M Bona,Year round applications
PhD Research Project: Analysis decisions for non-negative continuous outcome data collected within RCTs at Bangor University,/phds/project/analysis-decisions-for-non-negative-continuous-outcome-data-collected-within-rcts/?p162740,Bangor University,Supervisor: Dr ZH Hoare,15 January 2024
PhD Research Project: How should the environmental impact of a pharmaceutical intervention be considered in the context of trial outcomes at Bangor University,/phds/project/how-should-the-environmental-impact-of-a-pharmaceutical-intervention-be-considered-in-the-context-of-trial-outcomes/?p162739,Bangor University,Supervisor: Dr CP Plumpton,15 January 2024
PhD Research Project: NERC GW4+ DTP PhD studentship for 2024 Entry. - AI for ocean health: machine learning emulators for predicting key ocean health indicators under climate change at University of Exeter,/phds/project/nerc-gw4-dtp-phd-studentship-for-2024-entry-ai-for-ocean-health-machine-learning-emulators-for-predicting-key-ocean-health-indicators-under-climate-change/?p162738,University of Exeter,"Supervisors: Dr C Luo, Dr T Chugh",9 January 2024
PhD Research Project: Investigating the nature and dynamical properties of rogue waves at Bangor University,/phds/project/investigating-the-nature-and-dynamical-properties-of-rogue-waves/?p162737,Bangor University,"Supervisors: Prof S Neill, Dr S Ilic",10 January 2024
PhD Research Project: Optimising the collection and use of health economic data within trials at Aberdeen University,/phds/project/optimising-the-collection-and-use-of-health-economic-data-within-trials/?p162736,Aberdeen University,Supervisor: Dr D Boyers,15 January 2024
PhD Research Project: How does sensory pollution affect navigation behaviour in animals? at Bangor University,/phds/project/how-does-sensory-pollution-affect-navigation-behaviour-in-animals/?p162735,Bangor University,Supervisor: Dr R Holland,10 January 2024
PhD Research Project: Biodiversity for woodland resilience: the long-term functional ecology of tree diversity at Bangor University,/phds/project/biodiversity-for-woodland-resilience-the-long-term-functional-ecology-of-tree-diversity/?p162732,Bangor University,"Supervisors: Prof J Healey, Dr S Smart",10 January 2024
PhD Research Project: Extending the estimands framework to surgical trials: implications for design and analysis at Aberdeen University,/phds/project/extending-the-estimands-framework-to-surgical-trials-implications-for-design-and-analysis/?p162730,Aberdeen University,Supervisor: Mr G Maclennan,15 January 2024
PhD Research Project: Can prey behaviour explain habitat associations of seabirds? at Bangor University,/phds/project/can-prey-behaviour-explain-habitat-associations-of-seabirds/?p162728,Bangor University,"Supervisors: Dr J Waggitt, Dr P Robins",10 January 2024
"PhD Research Project: NERC GW4+ DTP PhD studentship for 2024 Entry - The evolution of eukaryotic gene order: Following the birth, life and death of a eukaryotic gene cluster at University of Exeter",/phds/project/nerc-gw4-dtp-phd-studentship-for-2024-entry-the-evolution-of-eukaryotic-gene-order-following-the-birth-life-and-death-of-a-eukaryotic-gene-cluster/?p162725,University of Exeter,"Supervisors: Dr H Nuetzmann, Dr D A Henk, Dr T Gorochowski",9 January 2024
PhD Research Project: Thirsting Giants of the African Savanna: Assessing the vulnerability of Elephant water resources to climate change at Bangor University,/phds/project/thirsting-giants-of-the-african-savanna-assessing-the-vulnerability-of-elephant-water-resources-to-climate-change/?p162721,Bangor University,Supervisor: Dr I Woolway,10 January 2024
"PhD Research Project: The Gut, Obesity and Cancer: Preventing Malignant Transformation in Multiple Myeloma (HORWOODN_U23FMH) at University of East Anglia",/phds/project/the-gut-obesity-and-cancer-preventing-malignant-transformation-in-multiple-myeloma-horwoodn-u23fmh/?p162719,University of East Anglia,"Supervisors: Prof N Horwood, Dr S Rushworth",3 December 2023
"PhD Research Project: Holed-up, but not safe: the impact of climate change on behaviour, populations, and communities of hole nesting birds at Bangor University",/phds/project/holed-up-but-not-safe-the-impact-of-climate-change-on-behaviour-populations-and-communities-of-hole-nesting-birds/?p162718,Bangor University,"Supervisors: Dr AS Sutton, Dr KM Macleod",10 January 2024
PhD Research Project: The Pollution-Climate-Health Dilemma: Cleaner Air but Poorer Health Outcomes under a Changing Climate? at Lancaster University,/phds/project/the-pollution-climate-health-dilemma-cleaner-air-but-poorer-health-outcomes-under-a-changing-climate/?p162717,Lancaster University,"Supervisors: Dr D Whyatt, Prof S Metcalfe",10 January 2024
PhD Research Project: Firn saturation and the future stability of the Larsen C ice shelf in Antarctica at Lancaster University,/phds/project/firn-saturation-and-the-future-stability-of-the-larsen-c-ice-shelf-in-antarctica/?p162716,Lancaster University,"Supervisors: Dr KM Miles, Dr A Leeson",10 January 2024
PhD Research Project: University of Bath URSA Project: Membranes 4.0 for Sustainable Gas Separation Processes at University of Bath,/phds/project/university-of-bath-ursa-project-membranes-4-0-for-sustainable-gas-separation-processes/?p162715,University of Bath,"Supervisors: Dr B Castro Dominguez, Dr O Hanton, Dr U Martinez-Hernandez",21 January 2024
PhD Research Project: Measuring Meltwater Fluxes into the Arctic Ocean at Lancaster University,/phds/project/measuring-meltwater-fluxes-into-the-arctic-ocean/?p162714,Lancaster University,Supervisor: Prof M McMillan,10 January 2024
PhD Research Project: Developing a Future Green Chemical Economy through Aluminium Bimetallics at University of Strathclyde,/phds/project/developing-a-future-green-chemical-economy-through-aluminium-bimetallics/?p162713,University of Strathclyde,Supervisor: Dr C Weetman,29 February 2024
PhD Research Project: Why is C2 photosynthesis so rare in grasses? at Lancaster University,/phds/project/why-is-c2-photosynthesis-so-rare-in-grasses/?p162712,Lancaster University,"Supervisors: Dr M Lundgren, Prof C Stevens",10 January 2024
PhD Research Project: Redrawing the lines of battle in coral reef fish communities at Lancaster University,/phds/project/redrawing-the-lines-of-battle-in-coral-reef-fish-communities/?p162711,Lancaster University,"Supervisors: Dr S Keith, Dr NJB Isaac",10 January 2024
PhD Research Project: Hot to cold: the exceptional mobility and hazard of volcanic block and ash flows at Lancaster University,/phds/project/hot-to-cold-the-exceptional-mobility-and-hazard-of-volcanic-block-and-ash-flows/?p162710,Lancaster University,"Supervisors: Dr T Jones, Prof B Turnbull",10 January 2024
PhD Research Project: NERC GW4+ DTP PhD studentship for 2024 Entry. - High-resolution monitoring of marine vertebrates in changing polar oceans with eDNA at University of Exeter,/phds/project/nerc-gw4-dtp-phd-studentship-for-2024-entry-high-resolution-monitoring-of-marine-vertebrates-in-changing-polar-oceans-with-edna/?p162708,University of Exeter,"Supervisors: Dr A Monier, Dr K Thompson",9 January 2024
PhD Research Project: Developing next-generation radar for accurate measurement of volcanic eruption plumes at Lancaster University,/phds/project/developing-next-generation-radar-for-accurate-measurement-of-volcanic-eruption-plumes/?p162707,Lancaster University,"Supervisors: Prof M James, Dr S Lane",10 January 2024
PhD Research Project: The impacts of floating solar panels on lake ecosystems and water quality at Lancaster University,/phds/project/the-impacts-of-floating-solar-panels-on-lake-ecosystems-and-water-quality/?p162706,Lancaster University,"Supervisors: Dr I Grefe, Dr S Thackeray",10 January 2024
"PhD Research Project: From wings to fins: ecological connectivity between seabirds, mangroves and coral reefs at Lancaster University",/phds/project/from-wings-to-fins-ecological-connectivity-between-seabirds-mangroves-and-coral-reefs/?p162705,Lancaster University,"Supervisors: Prof Nick Graham, Dr G Williams",10 January 2024
PhD Research Project: Green house gas detection using silicon photonics platform at University of Southampton,/phds/project/green-house-gas-detection-using-silicon-photonics-platform/?p162704,University of Southampton,"Supervisors: Dr R Ismaeel, Dr M Nedeljkovic, Dr M Mowlem, Dr G Mashanovich",3 January 2024
PhD Research Project: NERC GW4+ DTP PhD studentship for 2024 Entry. - Identifying the chemical signals needed to revive dormant bacteria. at University of Exeter,/phds/project/nerc-gw4-dtp-phd-studentship-for-2024-entry-identifying-the-chemical-signals-needed-to-revive-dormant-bacteria/?p162703,University of Exeter,"Supervisors: Dr S Wagley, Dr EL Lo, Dr M Saha",9 January 2024
Business Research Programme: School of Archaeology and Ancient History PhD UK Fee Waivers at University of Leicester,/phds/programme/school-of-archaeology-and-ancient-history-phd-uk-fee-waivers/?p5627,,N/A,Funded PhD Programme (Students Worldwide)
PhD Research Project: Sustainable Fashion Products and Textiles Production Using Environmentally Benign Fibres Manufacturing Process PhD at Cranfield University,/phds/project/sustainable-fashion-products-and-textiles-production-using-environmentally-benign-fibres-manufacturing-process-phd/?p162702,Cranfield University,Supervisor: Dr S.S Rahatekar,3 April 2024
PhD Research Project: Faculty of Science URSA PhD project: Analytical Approaches in Machine Learning at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-analytical-approaches-in-machine-learning/?p162701,University of Bath,"Supervisors: Dr Y M Korolev, Prof C Budd",10 December 2023
PhD Research Project: Faculty of Science URSA PhD project: Applying statistical and machine learning approaches to understand the genetic basis of bacterial susceptibility to phage infection at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-applying-statistical-and-machine-learning-approaches-to-understand-the-genetic-basis-of-bacterial-susceptibility-to-phage-infection/?p162699,University of Bath,"Supervisors: Prof ZI Iqbal, Prof E J Feil",10 December 2023
PhD Research Project: Why do populations fail to adapt to environmental change? at University of Nottingham,/phds/project/why-do-populations-fail-to-adapt-to-environmental-change/?p162698,University of Nottingham,Supervisor: Dr A MacColl,10 January 2024
PhD Research Project: PhD Studentship in Physics – Computing with electromagnetic waves. at Newcastle University,/phds/project/phd-studentship-in-physics-computing-with-electromagnetic-waves/?p162697,Newcastle University,Supervisor: Dr V Pacheco-Peña,31 January 2024
"PhD Research Project: Exploring the ecology, functionality and biogeography of Amazonian soundscapes at Lancaster University",/phds/project/exploring-the-ecology-functionality-and-biogeography-of-amazonian-soundscapes/?p162696,Lancaster University,"Supervisors: Dr J Barlow, Dr M Smith",10 January 2024
PhD Research Project: Upskilling robotic scientists for long-term laboratory workflows at University of Liverpool,/phds/project/upskilling-robotic-scientists-for-long-term-laboratory-workflows/?p162695,University of Liverpool,Supervisor: Dr G Pizzuto,31 March 2024
PhD Research Project: Faculty of Science URSA PhD project: Efficient design and analysis of small population clinical trials with external data at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-efficient-design-and-analysis-of-small-population-clinical-trials-with-external-data/?p162693,University of Bath,"Supervisors: Dr H Zheng, Prof C Jennison",10 December 2023
PhD Research Project: Faculty of Science URSA PhD project: Developing regenerative electrodes for next-generation energy devices at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-developing-regenerative-electrodes-for-next-generation-energy-devices/?p162691,University of Bath,"Supervisors: Dr G Harrington, Prof C R Bowen, Prof F Marken",10 December 2023
PhD Research Project: Faculty of Science URSA PhD project: Interpretable Models for Invariant Representations of High-dimensional Data at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-interpretable-models-for-invariant-representations-of-high-dimensional-data/?p162690,University of Bath,"Supervisors: Dr GE Exarchakis, Prof MT Tipping",10 December 2023
PhD Research Project: A sticky situation; determining the interplay between gastric mucus and the gastric microbiota using pre-cancerous organoids at University of Birmingham,/phds/project/a-sticky-situation-determining-the-interplay-between-gastric-mucus-and-the-gastric-microbiota-using-pre-cancerous-organoids/?p162689,University of Birmingham,"Supervisors: Dr A Rossiter, Dr L Crouch",Year round applications
PhD Research Project: Faculty of Science URSA PhD project: The tumour microenvironment and pancreatic cancer pain: role of fibroblasts in tumour-nerve interactions. at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-the-tumour-microenvironment-and-pancreatic-cancer-pain-role-of-fibroblasts-in-tumour-nerve-interactions/?p162686,University of Bath,"Supervisors: Dr EC Carter , Dr RJW Williams, Dr C P Bailey",10 December 2023
PhD Research Project: University of Bath URSA Project: The impact of natural construction materials on indoor air quality and human health at University of Bath,/phds/project/university-of-bath-ursa-project-the-impact-of-natural-construction-materials-on-indoor-air-quality-and-human-health/?p162683,University of Bath,Supervisor: Dr V Cascione,21 January 2024
PhD Research Project: BIOCOMDA: Biobased Composites for Dental Applications at University of Bath,/phds/project/biocomda-biobased-composites-for-dental-applications/?p162682,University of Bath,"Supervisors: Dr L Perge, Dr H S Leese",21 January 2024
PhD Research Project: SWBio DTP PhD studentship 2024 Entry - From cognition to nutrition and health: how do bees differ in their choices for plants? at University of Exeter,/phds/project/swbio-dtp-phd-studentship-2024-entry-from-cognition-to-nutrition-and-health-how-do-bees-differ-in-their-choices-for-plants/?p162679,University of Exeter,"Supervisors: Dr N Hempel de Ibarra, Dr K Anderson",4 December 2023
PhD Research Project: University of Bath URSA Projects: Cyber-Physical Wind Tunnel Test Methods for Next-Generation Flow Control at University of Bath,/phds/project/university-of-bath-ursa-projects-cyber-physical-wind-tunnel-test-methods-for-next-generation-flow-control/?p162678,University of Bath,"Supervisors: Dr S Bull, Prof A Plummer",21 January 2024
PhD Research Project: University of Bath URSA project: Modelling the complex rheological behaviour of synovial fluid in lubricated prosthetic joints at University of Bath,/phds/project/university-of-bath-ursa-project-modelling-the-complex-rheological-behaviour-of-synovial-fluid-in-lubricated-prosthetic-joints/?p162677,University of Bath,"Supervisors: Dr L Nissim, Dr K Fraser, Prof R Gill",21 January 2024
PhD Research Project: Late Miocene thermal gradients in the equatorial Pacific during prolonged El Niño- and La Niña-like states at University of Leicester,/phds/project/late-miocene-thermal-gradients-in-the-equatorial-pacific-during-prolonged-el-ni-o-and-la-ni-a-like-states/?p162676,University of Leicester,Supervisor: Dr AJ Drury,10 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Can we predict and optimise the assembly and succession of host microbiomes? at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-can-we-predict-and-optimise-the-assembly-and-succession-of-host-microbiomes/?p162675,University of Exeter,"Supervisors: Dr E Hesse, Prof T Taylor",4 December 2023
PhD Research Project: Tracing Land-to-Ocean Dissolved Organic Carbon Fluxes from Catchment to Coral Reefs. at University of Leicester,/phds/project/tracing-land-to-ocean-dissolved-organic-carbon-fluxes-from-catchment-to-coral-reefs/?p162674,University of Leicester,Supervisor: Dr M Whelan,10 January 2024
PhD Research Project: University of Bath URSA Project: Investigating the influence of reservoir mixing and geologic bombs on water quality at University of Bath,/phds/project/university-of-bath-ursa-project-investigating-the-influence-of-reservoir-mixing-and-geologic-bombs-on-water-quality/?p162673,University of Bath,Supervisor: Dr L Bryant,21 January 2024
PhD Research Project: Understanding the origins of agriculture to guide future climate adaptation at University of Leicester,/phds/project/understanding-the-origins-of-agriculture-to-guide-future-climate-adaptation/?p162672,University of Leicester,Supervisor: Prof M Williams,10 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Time-resolved kinetic and structural understanding of essential enzymes to develop novel herbicides at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-time-resolved-kinetic-and-structural-understanding-of-essential-enzymes-to-develop-novel-herbicides/?p162671,University of Exeter,"Supervisors: Dr N Harmer, Dr J Spencer",4 December 2023
PhD Research Project: Faculty of Science URSA PhD project: Multiscale modelling in microscale swimming at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-multiscale-modelling-in-microscale-swimming/?p162670,University of Bath,"Supervisors: Dr BW Walker, Prof J H P Dawes, Dr MD Dalwadi",10 December 2023
PhD Research Project: Pore fabric controls on rock strength and fracture growth at University of Leicester,/phds/project/pore-fabric-controls-on-rock-strength-and-fracture-growth/?p162669,University of Leicester,Supervisor: Prof S Gill,10 January 2024
PhD Research Project: University of Bath URSA project: Wastewater treatment using hybrid cavitation and photocatalytic processes at University of Bath,/phds/project/university-of-bath-ursa-project-wastewater-treatment-using-hybrid-cavitation-and-photocatalytic-processes/?p162668,University of Bath,"Supervisors: Dr S Nagarajan, Dr A J Exposito Serrano, Dr L Perge",21 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - The cellular and molecular responses of diatoms to warming temperatures at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-the-cellular-and-molecular-responses-of-diatoms-to-warming-temperatures/?p162665,University of Exeter,"Supervisors: Dr V Kumar, Dr G Wheeler",4 December 2023
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - The visual ecology of crop pests and their interactions with pest control products at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-the-visual-ecology-of-crop-pests-and-their-interactions-with-pest-control-products/?p162664,University of Exeter,"Supervisors: Dr M Stevens, Dr W Allen",4 December 2023
PhD Research Project: University of Bath URSA project: Engineering a novel fluidised bed bioreactor for manufacture of cell-derived therapeutics at University of Bath,/phds/project/university-of-bath-ursa-project-engineering-a-novel-fluidised-bed-bioreactor-for-manufacture-of-cell-derived-therapeutics/?p162663,University of Bath,"Supervisors: Dr S Moise, Dr K Fraser",21 January 2024
PhD Research Project: University of Bath URSA Project: Bio-inspired sensorized feathered wing development for next generation UAVs. at University of Bath,/phds/project/university-of-bath-ursa-project-bio-inspired-sensorized-feathered-wing-development-for-next-generation-uavs/?p162661,University of Bath,Supervisor: Dr T Assaf,21 January 2024
PhD Research Project: Faculty of Science URSA PhD project: Video understanding with limited annotated data based on Multimodal Deep Learning at University of Bath,/phds/project/faculty-of-science-ursa-phd-project-video-understanding-with-limited-annotated-data-based-on-multimodal-deep-learning/?p162660,University of Bath,Supervisor: Dr D Chen,10 December 2023
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Understanding plant chromosome architecture and evolution at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-understanding-plant-chromosome-architecture-and-evolution/?p162659,University of Exeter,"Supervisors: Dr H Nuetzmann, Dr S Scofield",4 December 2023
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Understanding and improving the hailstorm resistance of crop plants at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-understanding-and-improving-the-hailstorm-resistance-of-crop-plants/?p162658,University of Exeter,"Supervisors: Dr U Bauer, Dr M Deeks",4 December 2023
PhD Research Project: Promoting pyrometallurgical slags as a critical metal resource: Geometallurgy and leaching behaviour with environmentally benign solvents at University of Leicester,/phds/project/promoting-pyrometallurgical-slags-as-a-critical-metal-resource-geometallurgy-and-leaching-behaviour-with-environmentally-benign-solvents/?p162657,University of Leicester,Supervisor: Dr GRT Jenkin,10 January 2024
PhD Research Project: University of Bath URSA Project: Unravelling Affordable Housing: Exploring Regenerative Bio-Based Materials and Fundamental Degradation Insights as a Key Climate Resilience Pathway at University of Bath,/phds/project/university-of-bath-ursa-project-unravelling-affordable-housing-exploring-regenerative-bio-based-materials-and-fundamental-degradation-insights-as-a-key-climate-resilience-pathway/?p162656,University of Bath,"Supervisors: Dr T Abdelmagid, Dr A Houlihan Wiberg, Dr A Zeidler, Dr J Holley",21 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Climate change impacts on Fusarium Head Blight disease and mycotoxin risk in wheat production at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-climate-change-impacts-on-fusarium-head-blight-disease-and-mycotoxin-risk-in-wheat-production/?p162655,University of Exeter,"Supervisors: Prof DB Bebber, Dr N Brown",4 December 2023
PhD Research Project: Funded PhD- Deciphering the neuropeptide function in marine animals to understand the evolution of first neurons at University of Bristol,/phds/project/funded-phd-deciphering-the-neuropeptide-function-in-marine-animals-to-understand-the-evolution-of-first-neurons/?p162654,University of Bristol,"Supervisors: Dr MS Sachkova, Prof D Pisani",8 January 2024
PhD Research Project: University of Bath URSA project: Stability of vegetated dunes under wave attack in a changing climate at University of Bath,/phds/project/university-of-bath-ursa-project-stability-of-vegetated-dunes-under-wave-attack-in-a-changing-climate/?p162653,University of Bath,"Supervisors: Dr GM Meijer, Dr C Blenkinsopp",21 January 2024
PhD Research Project: Funded PhD- Host-Pathogen Interactions at the Mucosal Surface in Streptococcus pyogenes (Strep A) Pharyngitis at University of Bristol,/phds/project/funded-phd-host-pathogen-interactions-at-the-mucosal-surface-in-streptococcus-pyogenes-strep-a-pharyngitis/?p162652,University of Bristol,Supervisor: Dr A Halliday,8 January 2024
PhD Research Project: BBSRC SWBio DTP PhD studentship 2024 Entry - Impact of fungal antioxidants on crop disease at University of Exeter,/phds/project/bbsrc-swbio-dtp-phd-studentship-2024-entry-impact-of-fungal-antioxidants-on-crop-disease/?p162651,University of Exeter,"Supervisors: Dr M Deeks, Prof N Smirnoff",4 December 2023
